STAID,Y7Q10,STATE,LAT_GAGE,LNG_GAGE,LAT_GAGE_UTM,LNG_GAGE_UTM,STANAME,DRAIN_SQKM,HUC02,CLASS,HYDRO_DISTURB_INDX,BAS_COMPACTNESS,LAT_CENT,LONG_CENT,PPTAVG_BASIN,PPTAVG_SITE,T_AVG_BASIN,T_AVG_SITE,T_MAX_BASIN,T_MAXSTD_BASIN,T_MAX_SITE,T_MIN_BASIN,T_MINSTD_BASIN,T_MIN_SITE,RH_BASIN,RH_SITE,FST32F_BASIN,LST32F_BASIN,FST32SITE,LST32SITE,WD_BASIN,WD_SITE,WDMAX_BASIN,WDMIN_BASIN,WDMAX_SITE,WDMIN_SITE,PET,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,GEOL_REEDBUSH_DOM,GEOL_REEDBUSH_DOM_PCT,GEOL_REEDBUSH_SITE,GEOL_HUNT_DOM_CODE,GEOL_HUNT_DOM_PCT,GEOL_HUNT_DOM_DESC,GEOL_HUNT_SITE_CODE,STREAMS_KM_SQ_KM,STRAHLER_MAX,MAINSTEM_SINUOUSITY,REACHCODE,ARTIFPATH_PCT,ARTIFPATH_MAINSTEM_PCT,HIRES_LENTIC_PCT,BFI_AVE,PERDUN,PERHOR,TOPWET,CONTACT,RUNAVE7100,WB5100_JAN_MM,WB5100_FEB_MM,WB5100_MAR_MM,WB5100_APR_MM,WB5100_MAY_MM,WB5100_JUN_MM,WB5100_JUL_MM,WB5100_AUG_MM,WB5100_SEP_MM,WB5100_OCT_MM,WB5100_NOV_MM,WB5100_DEC_MM,WB5100_ANN_MM,PCT_1ST_ORDER,PCT_2ND_ORDER,PCT_3RD_ORDER,PCT_4TH_ORDER,PCT_5TH_ORDER,PCT_6TH_ORDER_OR_MORE,PCT_NO_ORDER,NDAMS_2009,DDENS_2009,STOR_NID_2009,STOR_NOR_2009,MAJ_NDAMS_2009,MAJ_DDENS_2009,pre1940_NDAMS,pre1950_NDAMS,pre1960_NDAMS,pre1970_NDAMS,pre1980_NDAMS,pre1990_NDAMS,pre1940_DDENS,pre1950_DDENS,pre1960_DDENS,pre1970_DDENS,pre1980_DDENS,pre1990_DDENS,pre1940_STOR,pre1950_STOR,pre1960_STOR,pre1970_STOR,pre1980_STOR,pre1990_STOR,RAW_DIS_NEAREST_DAM,RAW_AVG_DIS_ALLDAMS,RAW_DIS_NEAREST_MAJ_DAM,RAW_AVG_DIS_ALL_MAJ_DAMS,CANALS_PCT,RAW_DIS_NEAREST_CANAL,RAW_AVG_DIS_ALLCANALS,CANALS_MAINSTEM_PCT,NPDES_MAJ_DENS,RAW_DIS_NEAREST_MAJ_NPDES,RAW_AVG_DIS_ALL_MAJ_NPDES,FRESHW_WITHDRAWAL,MINING92_PCT,PCT_IRRIG_AG,POWER_NUM_PTS,POWER_SUM_MW,FRAGUN_BASIN,HIRES_LENTIC_NUM,HIRES_LENTIC_DENS,HIRES_LENTIC_MEANSIZ,DEVNLCD06,FORESTNLCD06,PLANTNLCD06,WATERNLCD06,SNOWICENLCD06,DEVOPENNLCD06,DEVLOWNLCD06,DEVMEDNLCD06,DEVHINLCD06,BARRENNLCD06,DECIDNLCD06,EVERGRNLCD06,MIXEDFORNLCD06,SHRUBNLCD06,GRASSNLCD06,PASTURENLCD06,CROPSNLCD06,WOODYWETNLCD06,EMERGWETNLCD06,CDL_CORN,CDL_COTTON,CDL_RICE,CDL_SORGHUM,CDL_SOYBEANS,CDL_SUNFLOWERS,CDL_PEANUTS,CDL_BARLEY,CDL_DURUM_WHEAT,CDL_SPRING_WHEAT,CDL_WINTER_WHEAT,CDL_WWHT_SOY_DBL_CROP,CDL_OATS,CDL_ALFALFA,CDL_OTHER_HAYS,CDL_DRY_BEANS,CDL_POTATOES,CDL_FALLOW_IDLE,CDL_PASTURE_GRASS,CDL_ORANGES,CDL_OTHER_CROPS,CDL_ALL_OTHER_LAND,PDEN_2000_BLOCK,PDEN_DAY_LANDSCAN_2007,PDEN_NIGHT_LANDSCAN_2007,ROADS_KM_SQ_KM,RD_STR_INTERS,IMPNLCD06,NLCD01_06_DEV,HGA,HGB,HGAD,HGC,HGD,HGAC,HGBD,HGCD,HGBC,HGVAR,AWCAVE,PERMAVE,BDAVE,OMAVE,WTDEPAVE,ROCKDEPAVE,NO4AVE,NO200AVE,NO10AVE,CLAYAVE,SILTAVE,SANDAVE,KFACT_UP,RFACT,ELEV_MEAN_M_BASIN,ELEV_MAX_M_BASIN,ELEV_MIN_M_BASIN,ELEV_MEDIAN_M_BASIN,ELEV_STD_M_BASIN,ELEV_SITE_M,RRMEAN,RRMEDIAN,SLOPE_PCT,ASPECT_DEGREES,ASPECT_NORTHNESS,ASPECT_EASTNESS
2450825,11,AL,34.081215,-87.422793,784591.75,1259484,"CLEAR C AT NEW HOPE CHURCH NR POPLAR SPRINGS, AL.",263.4,3,Ref,9,2.2,34.181271,-87.510857,154.78,153.13,15.24,15.2,21.98,0.13,22.3,9.1,0.137,8.9,70.2,70,298.1,98.5,297,99,103.7,102,10,6.5,10,6,848.4,4,0.111,15.65,13.54,16.79,13.44,14.13,11.92,12.02,8.77,11.45,9.19,13.49,14.41,4.35,6.37,10.68,15.74,19.96,23.8,25.65,25.34,22.09,16.06,10.38,5.99,sedimentary,100,sedimentary,rsi,71.6,Sandy or silty residuum; probably includes loess. Depth generally less than 10 feet,"co/ss,sh",1.05,4,1.67,3.16E+12,0.17,0,0.29,31.9,4.5,4,12.67,62.7,637.1,95.2,106.3,114.4,95.6,65.7,39.2,24.9,14.2,13.4,14.5,34.9,69.5,687.9,58.74,20.52,13.69,7.04,0,0,0,5,1.9,2.73,2.67,0,0,0,0,1,5,5,5,0,0,0.38,1.9,1.9,1.9,0,0,1.12,2.73,2.73,2.73,6.3,15,-999,-999,0,-999,-999,0,0,-999,-999,0.7,0.11,0,0,0,38.7,201,0.763,3.8,6.58,61.42,14.8,0.16,0,4.69,1.5,0.32,0.06,0.12,24.55,25,11.87,8.87,6.57,13.8,1,1.47,0,0.11,0.01,0,0,0.22,0,0,0,0,0,0,0.02,0,0,0.5,0,0,0.02,2.31,0,0,96.81,24.43,30.57,21.28,1.72,0.27,1.27,0.04,0.4,32.59,0,23.51,43.5,0,0,0,0,0,0.13,2.66,1.49,0.65,5.74,33.07,85.98,51.98,81.95,22.87,40.57,36.56,0.24,373.39,236.3,309,176,235,25.1,178,0.454,0.444,6.6,160.2,-0.941,0.339
2453000,4.2,AL,33.90844,-87.256951,801493.438,1241639.125,BLACKWATER CREEK NEAR MANCHESTER AL,471.2,3,Non-ref,14,1.42,34.004028,-87.44611,151.94,150.57,15.33,15.4,22.4,0.211,22.8,8.9,0.083,8.9,69.2,69,297.7,99.2,299,100,103.5,111,10.3,6.2,11,7,853,3.5,0.113,15.58,13.23,16.67,13.26,13.65,11.63,12.07,8.47,11.06,9.34,12.61,14.38,4.48,6.57,10.87,15.74,20.01,23.88,25.86,25.46,22.25,16.05,10.54,6.15,sedimentary,100,sedimentary,"co/ss,sh",84.7,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",0.87,4,2.11,3.16E+12,0.35,0,0.42,32.1,4.8,4.2,12.7,127.3,649.5,93.1,104.6,112.3,91.6,62.2,36.8,23.5,13.4,11.5,14,31.1,65.7,660,58.16,14.9,10.24,15.66,0,0,1.03,3,0.64,0.86,0.78,0,0,1,1,2,3,3,3,0.21,0.21,0.42,0.64,0.64,0.64,0.47,0.47,0.66,0.86,0.86,0.86,14.4,28,-999,-999,0,-999,-999,0,0,-999,-999,224.6,0.14,0,0,0,38,567,1.203,3.5,5.22,54.96,13.97,0.32,0,4.61,0.5,0.1,0.01,0.4,23.28,21.29,10.39,12.65,7.5,13.3,0.67,4.96,0.01,0.21,0.01,0,0,0.32,0,0,0,0,0,0,0.02,0,0,1.01,0,0,0.07,3.06,0,0,95.3,22.52,11.31,20.07,1.62,0.25,0.59,0.01,0.03,34.3,0,24.86,40.82,0,0,0,0,0,0.13,2.45,1.48,0.65,5.65,33.86,85.45,52.31,81.08,23.47,41.1,35.43,0.25,374.84,186.1,286,127,184,26.7,129,0.372,0.358,4.8,161.6,-0.949,0.316
2454055,6.1,AL,33.741776,-87.326948,796791.75,1222506.875,"LOST CREEK ABOVE PARRISH, AL.",371,3,Non-ref,14,1.47,33.871283,-87.46987,150.63,148.68,15.55,16,22.79,0.265,23.3,9.02,0.182,9.6,68.7,69,298.3,97.9,302,95,99.2,104,10,5.5,10,6,863.6,3,0.11,15.44,13.22,16.45,12.98,13.57,11.37,12.08,8.7,11.01,9.42,12.2,14.17,4.79,6.94,11.18,15.93,20.25,24.13,26.16,25.71,22.54,16.26,10.8,6.45,sedimentary,100,sedimentary,"co/ss,sh",100,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",0.72,4,2.03,3.16E+12,0.35,0,0.31,31.3,4.8,4.9,13,146.7,649.4,93,103.8,112,91.3,61.2,36.4,23.6,13.8,11.3,13.7,31,64.4,655.6,64.19,9.33,7.41,18.95,0,0,0.12,1,0.27,0.33,0.27,0,0,1,1,1,1,1,1,0.27,0.27,0.27,0.27,0.27,0.27,0.33,0.33,0.33,0.33,0.33,0.33,16.8,16.8,-999,-999,0.12,25.5,25.7,0,0,-999,-999,443.2,2.39,0,0,0,32.9,312,0.841,3.6,4.77,56.17,11.2,0.64,0,4.12,0.56,0.08,0.01,0.89,23.79,21.97,10.42,11.28,13.07,10.84,0.37,1.96,0.02,0.15,0.01,0,0,0.26,0,0,0,0,0,0,0.01,0,0,1.27,0,0,0.39,4.07,0,0,93.84,21.03,13.68,18.29,1.43,0.4,0.54,0.02,0.02,38.27,0,25.92,35.79,0,0,0,0,0,0.13,1.72,1.45,0.59,5.57,36.4,81.62,51.18,74.54,25.27,43.45,31.28,0.29,375.58,149.8,257,84,149,29.5,85,0.381,0.376,5.5,158.6,-0.931,0.366
2455000,5.6,AL,34.024542,-86.574157,862603.875,1260533,"LOCUST FORK NEAR CLEVELAND, AL.",784.9,3,Non-ref,22,1.21,34.11425,-86.330255,144.45,146.19,15.51,15.9,21.85,0.298,22.4,9.36,0.109,9.4,70.6,70,301.6,95.5,302,95,89.6,96,9.1,5.2,9,6,860.3,3.3,0.102,14.59,12.62,16.45,12.9,11.73,11.29,11.44,8.69,12,8.38,11.59,12.63,4.91,6.53,10.81,15.56,20.05,23.82,25.53,25.21,22.16,16.14,10.34,5.93,sedimentary,100,sedimentary,"co/ss,sh",100,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",1.09,5,4.59,3.16E+12,2.41,0.61,0.83,36.6,4.8,5.4,12.39,178.3,618.2,81.7,91.7,102.9,82.8,54.3,34.2,23.4,13.3,12.4,13.7,27.1,54.2,591.7,60.57,16.71,12.89,4.73,4.48,0,0.62,9,1.15,7.49,4.26,1,0.13,1,1,6,9,9,9,0.13,0.13,0.76,1.15,1.15,1.15,0.52,0.52,1.13,7.49,7.49,7.49,2.9,20.7,9.2,9.2,0,-999,-999,0,0.25,2.8,21.4,93.1,0,0,0,0,72.6,1382,1.761,4.7,8.41,37.49,45.92,0.49,0,5.38,2.22,0.58,0.23,0.16,22.18,6.84,8.47,4.61,2.04,38.74,7.18,0.84,0.04,1.1,0.18,0,0.03,2.72,0,0.09,0,0,0,0,0.24,0,0,3.86,0,0,0.06,13.16,0,0.02,78.54,37.28,33.3,34.69,1.96,0.72,1.81,0.17,0,53.19,0,29.82,16.99,0,0,0,0,0,0.14,1.94,1.47,0.62,5.67,39.98,86.48,56.05,83.12,27.23,40.61,32.16,0.25,330.67,287.4,478,166,284,40.8,186,0.389,0.378,4.5,258.6,-0.198,-0.98
2455500,15,AL,33.830379,-86.755827,848138.625,1237305,"LOCUST FORK AT TRAFFORD, AL.",1620.8,3,Non-ref,18,1.75,34.016903,-86.44434,145.47,146.88,15.66,16.7,22.1,0.459,23.2,9.37,0.141,9.5,70.1,69,301.2,95.8,307,90,92.3,93,9.3,5.5,9,5,868.1,3.3,0.103,14.9,12.71,16.38,12.93,11.99,11.46,11.81,8.48,11.85,8.59,11.68,12.61,5.03,6.73,10.97,15.69,20.18,23.98,25.7,25.35,22.33,16.26,10.48,6.12,sedimentary,100,sedimentary,"co/ss,sh",100,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",1.01,5,3.95,3.16E+12,4.3,0.91,1.17,36.5,4.7,5.5,12.11,151.5,617.7,83.8,94,104.3,84.8,55.3,34.9,23.4,13.3,12.7,14,28.3,55.3,603.8,59.59,17.75,11.28,4.96,5.41,0,1.01,34,2.1,6.07,3.81,1,0.06,1,2,21,25,34,34,0.06,0.12,1.3,1.54,2.1,2.1,0.25,0.32,2.04,5.15,6.07,6.07,5.7,29.1,36.4,36.4,0,-999,-999,0,0.12,29.5,47.6,58.7,0.23,0,0,0,61.6,2578,1.591,7.3,7.1,45.93,35.71,0.9,0,4.91,1.64,0.4,0.15,0.31,29.07,9.49,7.37,5.04,4.19,30.45,5.26,0.8,0.03,0.61,0.11,0,0.01,1.52,0,0.05,0,0,0,0.01,0.17,0,0,2.57,0,0,0.06,7.91,0,0.01,86.98,34.17,30.07,32.27,1.88,0.65,1.35,0.1,0,50,0,23.86,26.14,0,0,0,0,0,0.14,1.95,1.47,0.59,5.71,39.51,84.72,54.67,80.47,27.38,40.92,31.7,0.26,338.56,266.5,478,97,273,63.7,119,0.445,0.462,6.2,260.9,-0.159,-0.987
2455980,8.5,AL,33.711213,-86.696101,854902.313,1224589.75,TURKEY CREEK AT SEWAGE PLANT NEAR PINSON AL,71.4,3,Non-ref,17,2.24,33.688903,-86.656107,144.17,143.11,16.07,16.3,22.5,0.276,23.1,9.55,0.127,9.6,69.6,69,304.1,95.4,306,94,94,92,9.3,5.1,9,5,886.7,3,0.094,14.59,11.94,16.49,12.74,11.85,11.3,12.44,8.66,11.41,8.67,12.03,12.06,5.44,7.34,11.4,16.08,20.41,24.31,25.93,25.68,22.63,16.54,10.78,6.62,sedimentary,100,sedimentary,rls,55.5,"Red clay, massive clay that is generally kaolinitic","co/ss,sh",0.9,4,1.69,3.16E+12,5.57,11.54,0.54,39.9,4.2,6.5,11.42,125.6,614.7,84.2,92.5,105.2,85.5,56.1,35.1,22.3,12.8,11.5,12.5,28.8,55.2,601.6,65.6,15.94,13.35,5.11,0,0,0,5,7,6.48,4.75,0,0,0,0,3,5,5,5,0,0,4.2,7,7,7,0,0,5.09,6.48,6.48,6.48,6.3,6.7,-999,-999,0,-999,-999,0,0,-999,-999,48.7,0,0,0,0,54.6,51,0.714,7.5,30.09,56.19,5.71,0.54,0,19.01,9.74,1.17,0.16,0.8,46.94,5.27,3.98,2.31,3.9,4.85,0.87,0.45,0.01,0.04,0.04,0,0,0.09,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0,0.46,0,0,99.3,325.61,177.35,299.79,3.95,1.7,5.31,2.31,0,68.77,0,16.92,14.3,0,0,0,0,0,0.13,1.72,1.48,0.41,5.01,53.05,77.03,54.37,71.7,33.79,41.5,24.72,0.3,351.26,253.3,426,156,250,42.2,161,0.36,0.348,9.4,287.9,0.308,-0.951
2456000,10,AL,33.74038,-86.812494,843926.438,1226792.5,TURKEY CREEK AT MORRIS AL,209.4,3,Non-ref,18,1.73,33.693989,-86.725576,144.23,147.23,16.37,16.5,22.89,0.362,23.5,9.65,0.171,9.5,69.4,69,306,93.3,306,93,96.1,96,9.7,5.3,10,5,901.1,2.6,0.099,14.8,12.08,16.5,12.65,12.03,11.41,12.36,8.5,11.21,8.66,11.91,12.2,5.59,7.55,11.57,16.25,20.55,24.45,26.18,25.86,22.79,16.66,11,6.84,sedimentary,100,sedimentary,"co/ss,sh",80,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",0.88,4,1.69,3.16E+12,3.11,4.84,0.4,39.1,4.4,5.8,12.32,130.5,616.2,81.7,89.9,102.8,83.1,54.4,33.5,21.2,12.4,10.4,11.1,26.8,52.9,580.2,64.4,14.5,9.11,11.99,0,0,0,7,3.34,3.77,2.69,0,0,0,1,4,7,7,7,0,0.48,1.91,3.34,3.34,3.34,0,0.6,2.34,3.77,3.77,3.77,3.6,14.4,-999,-999,0,-999,-999,0,0.48,10.9,10.9,48.7,0.17,0,0,0,42.8,143,0.683,5.8,17.59,65.06,8.09,0.33,0,10.79,5.58,0.94,0.27,0.46,47.88,11.9,5.29,3.18,4.93,6.72,1.37,0.36,0,0.03,0.02,0,0,0.07,0,0,0,0,0,0,0.01,0,0,0.18,0,0,0.01,0.68,0,0,99,167.86,99.04,156.91,2.68,0.85,3.41,0.96,0,52.14,0,20.4,27.46,0,0,0,0,0,0.13,1.63,1.45,0.52,5.43,42.81,79.59,52.86,73.08,29.47,42.63,27.9,0.29,353.12,204.3,426,106,198,50.5,108,0.307,0.288,8.1,281.3,0.197,-0.98
2457000,4.8,AL,33.601492,-86.755546,850647.813,1211858,FIVEMILE CREEK AT KETONA AL,57.2,3,Non-ref,16,3.13,33.62226,-86.696655,143.03,141.65,16.37,16.6,22.63,0.253,23.2,9.97,0.195,10.1,70,70,307,93.4,309,92,103,106,10.8,6,11,6,899.5,2,0.09,14.46,11.7,16.23,12.48,12.07,10.68,12.9,9,10.91,8.55,12.08,11.97,5.61,7.54,11.56,16.23,20.54,24.44,26.13,25.8,22.76,16.69,10.94,6.81,sedimentary,100,sedimentary,rls,99.1,"Red clay, massive clay that is generally kaolinitic",rls,0.94,3,1.25,3.16E+12,2.03,0,0.47,39.7,4.6,10.3,11.6,280.8,616.1,81.9,89.5,102.9,82.7,54,33.1,21.3,12.9,10.6,11.4,27.4,52.9,580.6,65.91,16.88,17.21,0,0,0,0,1,1.75,5.48,3.97,0,0,1,1,1,1,1,1,1.75,1.75,1.75,1.75,1.75,1.75,5.48,5.48,5.48,5.48,5.48,5.48,2.8,2.8,-999,-999,0,-999,-999,0,0,-999,-999,48.7,1.16,0,0,0,84.7,27,0.472,9.9,70.06,26.33,0.97,0.31,0,42.23,21.19,4.94,1.69,0.23,18.11,5.18,3.04,0.93,0.88,0.94,0.03,0.29,0,0.05,0.02,0,0,0.07,0,0,0,0,0,0,0.03,0,0,0.06,0,0,0,0.11,0,0,99.66,787.98,463.87,718.36,6.86,2.28,14.3,0.93,0,68.17,0,8.13,23.71,0,0,0,0,0,0.13,1.5,1.46,0.41,4.84,49.85,81.78,59.83,76.48,35.9,41.64,22.47,0.29,351.96,239.1,375,170,236,34,175,0.337,0.322,5.9,232.4,-0.609,-0.793
2457595,15,AL,33.597049,-86.868048,840375.375,1210363.125,"FIVEMILE CREEK NEAR REPUBLIC, AL",133.2,3,Non-ref,18,1.33,33.610044,-86.758763,142.74,143.78,16.51,16.6,22.86,0.284,23.3,10.1,0.213,9.9,69.8,70,307.7,92.6,308,92,103.6,102,11,6,11,6,907.3,2,0.089,14.49,11.73,16.09,12.37,12.04,10.64,12.86,9.01,10.89,8.54,12,12.08,5.73,7.7,11.71,16.35,20.66,24.55,26.3,25.92,22.87,16.78,11.12,6.98,sedimentary,100,sedimentary,rls,60.3,"Red clay, massive clay that is generally kaolinitic","co/ss,sh",0.76,3,1.44,3.16E+12,1.6,0,0.53,39.2,4.6,7.7,12.12,218.7,616.4,80.2,87.9,101,80.4,52.6,31.8,20.6,12.8,10.3,10.6,26.1,51.2,565.4,58.13,16.9,24.98,0,0,0,0,2,1.5,3.09,2.37,0,0,2,2,2,2,2,2,1.5,1.5,1.5,1.5,1.5,1.5,3.09,3.09,3.09,3.09,3.09,3.09,7.3,9.2,-999,-999,0,-999,-999,0,0.75,8.2,8.2,48.7,2.42,0,2,28.8,72.9,87,0.653,8.1,58.44,34.8,1.23,0.32,0,30.92,19.19,5.81,2.52,0.47,22.74,8.19,3.87,2.5,2.06,1.17,0.06,0.18,0,0.06,0.04,0,0,0.15,0,0,0,0,0,0,0.04,0,0,0.05,0,0,0,0.2,0,0,99.45,491.29,339.55,446.85,5.46,1.55,14.55,3.3,0,54.12,0,14.74,31.14,0,0,0,0,0,0.13,1.49,1.45,0.49,5.07,43.35,82.56,57.98,76.79,32.29,42.61,25.1,0.29,354.79,211.3,375,120,205,37.3,131,0.358,0.333,6,242.8,-0.457,-0.89
2458600,32,AL,33.548162,-86.925827,835595.063,1204418.25,"VILLAGE CREEK NEAR DOCENA, ALABAMA",135.2,3,Non-ref,21,1.21,33.548579,-86.816683,142.73,144.74,16.55,16.5,23,0.202,23.2,10.39,0.224,10.1,69.7,69,307.9,91.8,307,91,104.7,101,11.1,5.9,10,5,908.9,2,0.085,14.38,11.78,15.84,12.26,11.91,10.66,12.85,9.2,10.92,8.57,12.08,12.28,5.88,7.91,11.94,16.54,20.84,24.7,26.48,26.05,23.03,16.91,11.35,7.2,sedimentary,100,sedimentary,rls,49.7,"Red clay, massive clay that is generally kaolinitic","co/ss,sh",0.48,3,1.24,3.16E+12,0,0,0.48,37.1,5.5,8,12.23,409.2,620,80.3,88.9,101,80.2,51.9,31.1,20.6,12.8,10.1,9.7,25.4,51.5,563.5,48.54,42.03,9.43,0,0,0,0,2,1.48,1.37,1.09,0,0,2,2,2,2,2,2,1.48,1.48,1.48,1.48,1.48,1.48,1.37,1.37,1.37,1.37,1.37,1.37,6.7,12.5,-999,-999,0,-999,-999,0,2.22,8.6,11.9,48.7,0.85,0,0,0,91,83,0.614,7.8,81.67,14.97,1.34,0.17,0,25.26,33.95,13.98,8.48,0.01,9.77,3.49,1.71,0.85,0.53,1.08,0.26,0.45,0,0.02,0.05,0,0,0.06,0,0.01,0,0,0,0,0.03,0,0,0.11,0,0,0.01,0.22,0,0.01,99.51,738.34,750.86,658.28,8.25,1.88,29.96,0.99,0,43.55,0,12.07,44.38,0,0,0,0,0,0.15,1.2,1.43,0.52,4.23,40.2,88.97,68.15,85.28,35.6,43.63,20.78,0.31,358.79,199.2,374,114,194,27.7,160,0.328,0.308,4.2,254.2,-0.273,-0.962
2461500,30,AL,33.419276,-86.982771,831730.875,1189589.75,"VALLEY CREEK NEAR BESSEMER, AL",138.8,3,Non-ref,23,2.16,33.468697,-86.897874,144.58,147.74,16.52,16.6,23.21,0.209,23.5,10.36,0.264,10.1,69.2,69,306.6,91,306,90,101.8,101,10.3,5.3,10,5,907.1,2,0.087,14.54,12.14,15.74,12.39,11.98,11.06,12.68,9.15,10.87,8.89,12.49,12.65,5.94,8.08,12.11,16.71,20.98,24.81,26.63,26.17,23.16,16.99,11.55,7.34,sedimentary,100,sedimentary,rls,69.5,"Red clay, massive clay that is generally kaolinitic","co/ss,sh",0.59,4,1.36,3.16E+12,2.11,0,0.33,35.4,5,9.5,13.04,338.2,659.8,84.1,92.5,103.5,81.6,52.5,32,20.9,13,10,9.8,26,54.5,580.4,65.26,16.87,15.41,1.74,0,0,0.72,1,0.72,0.71,0.6,0,0,1,1,1,1,1,1,0.72,0.72,0.72,0.72,0.72,0.72,0.71,0.71,0.71,0.71,0.71,0.71,2.8,2.8,-999,-999,0,-999,-999,0,1.44,4.3,6,48.7,1.47,0,1,82,94.8,55,0.396,8.3,88.3,9.42,0.81,0.09,0,23.12,41.26,14.46,9.46,0.07,6.67,1.64,1.12,0.8,0.22,0.64,0.17,0.29,0,0.06,0.04,0,0,0.12,0,0,0,0,0,0.01,0.02,0,0,0.11,0,0,0.01,0.33,0,0.01,99.3,1033.9,1420.97,888.52,9.73,3.07,33.42,1.29,0,45.13,0,2.72,52.15,0,0,0,0,0,0.14,1.24,1.43,0.48,3.79,39.75,87.81,70.11,84.97,37.91,43.51,18.58,0.32,364.61,181.9,320,118,178,25.2,136,0.316,0.297,3.6,282.2,0.212,-0.977
2462000,58,AL,33.447332,-87.122219,818614,1191498.125,VALLEY CREEK NEAR OAK GROVE AL,384.1,3,Non-ref,26,1.46,33.417338,-86.995835,146.8,147.8,16.57,16.6,23.35,0.196,23.7,10.22,0.194,9.9,69.1,69,306.4,89,307,87,101,103,10.1,5.1,10,5,907.1,2,0.094,15.09,12.45,15.95,12.63,12.37,11.13,12.75,8.91,10.66,9.21,12.84,12.81,5.97,8.16,12.17,16.77,21.02,24.84,26.68,26.2,23.2,17.03,11.6,7.39,sedimentary,100,sedimentary,"co/ss,sh",55.6,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",0.82,4,2.04,3.16E+12,3.76,0.26,0.8,35.3,5.1,7.8,12.71,237,662.1,87.1,94.5,105.3,82.9,53.6,32.1,20.9,13,9.9,9.9,26.6,55.8,591.6,60.55,16.83,8.45,11.59,0,0,2.58,17,4.43,13.92,8.52,3,0.78,1,5,8,12,17,17,0.26,1.3,2.08,3.12,4.43,4.43,0.26,5.48,7.01,12,13.92,13.92,1.1,10.2,7.4,8.4,0,-999,-999,0,0.78,12.2,14.6,48.7,0.82,0,1,82,59.3,333,0.867,9.2,46.69,42.89,2.45,0.61,0,16.74,19.73,6.46,3.75,0.68,17.05,21.07,4.76,2.77,3.09,2.24,0.21,0.82,0,0.08,0.03,0,0,0.16,0,0,0,0,0,0,0.03,0,0,0.14,0,0,0.01,0.51,0,0.01,99.04,460,595.08,401.3,5.14,1.37,15.28,1.46,0,46.05,0,11.31,42.65,0,0,0,0,0,0.14,1.43,1.43,0.53,4.71,39.14,84.63,61.41,79.9,32.55,43.26,24.18,0.3,369.38,168.5,317,94,167,25.3,105,0.334,0.327,4.9,280.5,0.182,-0.983
2464000,1.9,AL,33.479281,-87.59723,774615.938,1191069.5,NORTH RIVER NEAR SAMANTHA AL,578.9,3,Ref,8,1.82,33.653168,-87.612717,149.86,148.19,15.96,16.5,23,0.222,23.4,9.25,0.182,9.8,69,69,299.8,94,305,88,101.6,102,10,5.5,10,5,882.2,2.8,0.117,15.83,12.92,16.83,13.36,13.09,11.35,12.16,8.72,10.49,9.07,12.35,13.69,5.08,7.2,11.39,16.14,20.54,24.4,26.37,25.9,22.76,16.56,11.02,6.67,sedimentary,100,sedimentary,"co/ss,sh",62.2,Sandy and stony colluvium derived mostly from sandstone and shale,"co/ss,sh",0.66,4,1.78,3.16E+12,0.7,0,0.15,34.7,5.4,6,12.48,166.5,663,88.4,98.1,108.9,89.7,58.7,34.2,22,12.8,9.7,11.3,27.5,58.6,619.8,62.95,21.88,4.55,10.62,0,0,0,1,0.17,3.37,0.82,0,0,0,0,1,1,1,1,0,0,0.17,0.17,0.17,0.17,0,0,3.37,3.37,3.37,3.37,24.5,24.5,-999,-999,0,-999,-999,0,0,-999,-999,5.7,0.12,0,0,0,21.3,209,0.361,4.3,3.17,72.2,6.43,0.23,0,3.01,0.12,0.03,0.01,0.14,34.57,24.34,13.29,11.16,3.61,4.58,1.84,3.05,0.01,0.2,0,0,0,0.3,0,0,0,0,0,0.03,0.13,0,0,1.24,0,0,0.38,3.16,0,0,94.56,7.14,4.47,6.47,1.27,0.29,0.27,0,1.95,39.46,0,28.42,30.17,0,0,0,0,0,0.13,1.83,1.45,0.48,5.7,40.91,83.99,50.98,77.09,25.54,41.08,33.39,0.28,377.85,145.8,232,67,144,27.6,73,0.478,0.467,5.8,193.6,-0.972,-0.235
